AccVers;Species;ProtAnnotation;GeneAnnotation;GeneId;Location;ProtDef;GeneDef;TreeStatus;TreeAnnotation;RNAId;aBSRELStatus
XP_019611377.1;Rhinolophus sinicus;TRIM22;TRIM22;109460422;NW_017739352.1;PREDICTED: E3 ubiquitin-protein ligase TRIM22-like [Rhinolophus sinicus];LOC109460422 E3 ubiquitin-protein ligase TRIM22-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_019611378.1;Rhinolophus sinicus;TRIM22;TRIM22;109460423;NW_017739352.1;PREDICTED: E3 ubiquitin-protein ligase TRIM22-like, partial [Rhinolophus sinicus];LOC109460423 E3 ubiquitin-protein ligase TRIM22-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_019571420.1;Rhinolophus sinicus;TRIM34;TRIM34;109436978;NW_017739586.1;PREDICTED: tripartite motif-containing protein 34-like isoform X2 [Rhinolophus sinicus];LOC109436978 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_019571419.1;Rhinolophus sinicus;TRIM34;TRIM34;109436978;NW_017739586.1;PREDICTED: tripartite motif-containing protein 34-like isoform X1 [Rhinolophus sinicus];LOC109436978 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_019571423.1;Rhinolophus sinicus;TRIM6;TRIM6;109436979;NW_017739586.1;PREDICTED: tripartite motif-containing protein 6 isoform X3 [Rhinolophus sinicus];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_019571422.1;Rhinolophus sinicus;TRIM6;TRIM6;109436979;NW_017739586.1;PREDICTED: tripartite motif-containing protein 6 isoform X2 [Rhinolophus sinicus];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_019571424.1;Rhinolophus sinicus;TRIM6;TRIM6;109436979;NW_017739586.1;PREDICTED: tripartite motif-containing protein 6 isoform X4 [Rhinolophus sinicus];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_019571421.1;Rhinolophus sinicus;TRIM6;TRIM6;109436979;NW_017739586.1;PREDICTED: tripartite motif-containing protein 6 isoform X1 [Rhinolophus sinicus];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_017742797.1;Rhinopithecus bieti;TRIM22;TRIM22;108538963;NW_016808817.1;PREDICTED: E3 ubiquitin-protein ligase TRIM22 [Rhinopithecus bieti];TRIM22 tripartite motif containing 22;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_017742800.1;Rhinopithecus bieti;TRIM34;TRIM34;108538967;NW_016808817.1;PREDICTED: tripartite motif-containing protein 34 isoform X1 [Rhinopithecus bieti];TRIM34 tripartite motif containing 34;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_017742798.1;Rhinopithecus bieti;TRIM5;TRIM5;108538965;NW_016808817.1;PREDICTED: LOW QUALITY PROTEIN: tripartite motif-containing protein 5 [Rhinopithecus bieti];TRIM5 tripartite motif containing 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_017742803.1;Rhinopithecus bieti;TRIM6;TRIM6;108538968;NW_016808817.1;PREDICTED: tripartite motif-containing protein 6 isoform X2 [Rhinopithecus bieti];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_010362847.1;Rhinopithecus roxellana;TRIM22;TRIM22;104663391;NC_044563.1;E3 ubiquitin-protein ligase TRIM22 [Rhinopithecus roxellana];TRIM22 tripartite motif containing 22;INCLUDED;TRIM22;XM_010364545.2;INCLUDED
XP_010362846.1;Rhinopithecus roxellana;TRIM34;TRIM34;104663389;NC_044563.1;tripartite motif-containing protein 34 isoform X2 [Rhinopithecus roxellana];TRIM34 tripartite motif containing 34;INCLUDED;TRIM34;XM_010364544.1;INCLUDED
XP_010362850.2;Rhinopithecus roxellana;TRIM5;TRIM5;104663393;NC_044563.1;tripartite motif-containing protein 5 [Rhinopithecus roxellana];TRIM5 tripartite motif containing 5;INCLUDED;TRIM5;XM_010364548.2;INCLUDED
XP_010362845.1;Rhinopithecus roxellana;TRIM6;TRIM6;104663388;NC_044563.1;tripartite motif-containing protein 6 isoform X1 [Rhinopithecus roxellana];TRIM6 tripartite motif containing 6;INCLUDED;TRIM6;XM_010364543.2;INCLUDED
XP_016005550.2;Rousettus aegyptiacus;TRIM22;TRIM22;107513409;NW_023416308.1;E3 ubiquitin-protein ligase TRIM22-like [Rousettus aegyptiacus];LOC107513409 E3 ubiquitin-protein ligase TRIM22-like;INCLUDED;TRIM22;XM_016150064.2;INCLUDED
XP_036077536.1;Rousettus aegyptiacus;TRIM22;TRIM5;107505610;NW_023416308.1;E3 ubiquitin-protein ligase TRIM22-like isoform X1 [Rousettus aegyptiacus];LOC107505610 tripartite motif-containing protein 5-like;INCLUDED;TRIM22;XM_036221643.1;INCLUDED
XP_036077535.1;Rousettus aegyptiacus;TRIM34;TRIM34;107501067;NW_023416308.1;tripartite motif-containing protein 34 isoform X1 [Rousettus aegyptiacus];TRIM34 tripartite motif containing 34;REMOVED|Other transcript was selected;TRIM34;;REMOVED|Other transcript was selected
XP_015982310.2;Rousettus aegyptiacus;TRIM34;TRIM34;107501067;NW_023416308.1;tripartite motif-containing protein 34 isoform X2 [Rousettus aegyptiacus];TRIM34 tripartite motif containing 34;INCLUDED;TRIM34;XM_016126824.2;INCLUDED
XP_036077544.1;Rousettus aegyptiacus;TRIM5;TRIM5;107513410;NW_023416308.1;tripartite motif-containing protein 5 isoform X2 [Rousettus aegyptiacus];LOC107513410 tripartite motif-containing protein 5;REMOVED|Other transcript was selected;TRIM5;;REMOVED|Other transcript was selected
XP_036077541.1;Rousettus aegyptiacus;TRIM5;TRIM5;107513410;NW_023416308.1;tripartite motif-containing protein 5 isoform X1 [Rousettus aegyptiacus];LOC107513410 tripartite motif-containing protein 5;INCLUDED;TRIM5;XM_036221648.1;INCLUDED
XP_036077539.1;Rousettus aegyptiacus;TRIM5;TRIM5;107505610;NW_023416308.1;tripartite motif-containing protein 5-like isoform X2 [Rousettus aegyptiacus];LOC107505610 tripartite motif-containing protein 5-like;REMOVED|Other transcript was selected;TRIM22;;REMOVED|Other transcript was selected
XP_015982322.1;Rousettus aegyptiacus;TRIM6;TRIM6;107501073;NW_023416308.1;tripartite motif-containing protein 6 isoform X1 [Rousettus aegyptiacus];TRIM6 tripartite motif containing 6;INCLUDED;TRIM6;XM_016126836.2;INCLUDED
XP_015982329.2;Rousettus aegyptiacus;TRIM6;TRIM6;107501073;NW_023416308.1;tripartite motif-containing protein 6 isoform X2 [Rousettus aegyptiacus];TRIM6 tripartite motif containing 6;REMOVED|Other transcript was selected;TRIM6;;REMOVED|Other transcript was selected
XP_015982349.1;Rousettus aegyptiacus;TRIM6;TRIM6;107501073;NW_023416308.1;tripartite motif-containing protein 6 isoform X3 [Rousettus aegyptiacus];TRIM6 tripartite motif containing 6;REMOVED|Other transcript was selected;TRIM6;;REMOVED|Other transcript was selected
XP_003923405.1;Saimiri boliviensis;TRIM22;TRIM22;101031737;NW_024100923.1;E3 ubiquitin-protein ligase TRIM22 [Saimiri boliviensis boliviensis];TRIM22 tripartite motif containing 22;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_039326923.1;Saimiri boliviensis;TRIM34;TRIM6;104650647;NW_024100923.1;tripartite motif-containing protein 34 isoform X3 [Saimiri boliviensis boliviensis];LOC104650647 tripartite motif-containing protein 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_010332527.1;Saimiri boliviensis;TRIM5;TRIM5;101032043;NW_024100923.1;tripartite motif-containing protein 5 [Saimiri boliviensis boliviensis];TRIM5 tripartite motif containing 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_010332529.2;Saimiri boliviensis;TRIM6;TRIM6;104650647;NW_024100923.1;tripartite motif-containing protein 6 isoform X1 [Saimiri boliviensis boliviensis];LOC104650647 tripartite motif-containing protein 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_039326922.1;Saimiri boliviensis;TRIM6;TRIM6;104650647;NW_024100923.1;tripartite motif-containing protein 6 isoform X2 [Saimiri boliviensis boliviensis];LOC104650647 tripartite motif-containing protein 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032096430.1;Sapajus apella;TRIM22;TRIM22;116525025;NW_022436987.1;E3 ubiquitin-protein ligase TRIM22 [Sapajus apella];TRIM22 tripartite motif containing 22;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032096419.1;Sapajus apella;TRIM34;TRIM34;116525021;NW_022436987.1;tripartite motif-containing protein 34 isoform X1 [Sapajus apella];TRIM34 tripartite motif containing 34;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032096422.1;Sapajus apella;TRIM34;TRIM34;116525021;NW_022436987.1;tripartite motif-containing protein 34 isoform X2 [Sapajus apella];TRIM34 tripartite motif containing 34;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032096429.1;Sapajus apella;TRIM5;TRIM5;116525024;NW_022436987.1;tripartite motif-containing protein 5 isoform X2 [Sapajus apella];TRIM5 tripartite motif containing 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032096427.1;Sapajus apella;TRIM5;TRIM5;116525024;NW_022436987.1;tripartite motif-containing protein 5 isoform X1 [Sapajus apella];TRIM5 tripartite motif containing 5;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032096424.1;Sapajus apella;TRIM6;TRIM6;116525022;NW_022436987.1;tripartite motif-containing protein 6 isoform X1 [Sapajus apella];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_032096425.1;Sapajus apella;TRIM6;TRIM6;116525022;NW_022436987.1;tripartite motif-containing protein 6 isoform X2 [Sapajus apella];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_012791079.1;Sorex araneus;TRIM5;TRIM5;105943441;NW_004546040.1;PREDICTED: tripartite motif-containing protein 5-like [Sorex araneus];LOC105943441 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_004621267.2;Sorex araneus;TRIM5;TRIM5;101540178;NW_004546040.1;PREDICTED: tripartite motif-containing protein 5-like [Sorex araneus];LOC101540178 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_012791080.1;Sorex araneus;TRIM6;TRIM6;101540441;NW_004546040.1;PREDICTED: tripartite motif-containing protein 6 [Sorex araneus];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_004621266.2;Sorex araneus;UNCHAR;UNCHAR;101539913;NW_004546040.1;PREDICTED: uncharacterized protein LOC101539913 [Sorex araneus];LOC101539913 uncharacterized LOC101539913;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036907459.1;Sturnira hondurensis;TRIM22;TRIM22;118990795;NW_023513791.1;E3 ubiquitin-protein ligase TRIM22-like isoform X2 [Sturnira hondurensis];LOC118990795 E3 ubiquitin-protein ligase TRIM22-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036907456.1;Sturnira hondurensis;TRIM22;TRIM22;118990794;NW_023513791.1;E3 ubiquitin-protein ligase TRIM22-like isoform X3 [Sturnira hondurensis];LOC118990794 E3 ubiquitin-protein ligase TRIM22-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036907457.1;Sturnira hondurensis;TRIM22;TRIM22;118990795;NW_023513791.1;E3 ubiquitin-protein ligase TRIM22-like isoform X1 [Sturnira hondurensis];LOC118990795 E3 ubiquitin-protein ligase TRIM22-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036907454.1;Sturnira hondurensis;TRIM22;TRIM22;118990794;NW_023513791.1;E3 ubiquitin-protein ligase TRIM22-like isoform X1 [Sturnira hondurensis];LOC118990794 E3 ubiquitin-protein ligase TRIM22-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036891411.1;Sturnira hondurensis;TRIM22;TRIM5;118979467;NW_023529723.1;E3 ubiquitin-protein ligase TRIM22-like isoform X1 [Sturnira hondurensis];LOC118979467 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036891412.1;Sturnira hondurensis;TRIM22;TRIM5;118979467;NW_023529723.1;E3 ubiquitin-protein ligase TRIM22-like isoform X2 [Sturnira hondurensis];LOC118979467 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036893642.1;Sturnira hondurensis;TRIM34;TRIM34;118981020;NW_023530805.1;tripartite motif-containing protein 34-like isoform X1 [Sturnira hondurensis];LOC118981020 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036893643.1;Sturnira hondurensis;TRIM34;TRIM34;118981020;NW_023530805.1;tripartite motif-containing protein 34-like isoform X2 [Sturnira hondurensis];LOC118981020 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036893640.1;Sturnira hondurensis;TRIM5;TRIM5;118981016;NW_023530805.1;tripartite motif-containing protein 5-like [Sturnira hondurensis];LOC118981016 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036891415.1;Sturnira hondurensis;TRIM5;TRIM5;118979467;NW_023529723.1;tripartite motif-containing protein 5-like isoform X3 [Sturnira hondurensis];LOC118979467 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036907460.1;Sturnira hondurensis;TRIM5;TRIM5;118990796;NW_023513791.1;tripartite motif-containing protein 5-like [Sturnira hondurensis];LOC118990796 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_036893644.1;Sturnira hondurensis;TRIM6;TRIM6;118981022;NW_023530805.1;tripartite motif-containing protein 6 [Sturnira hondurensis];TRIM6 tripartite motif containing 6;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_029812239.1;Suricata suricatta;TRIM34;TRIM34;115306141;NC_043710.1;tripartite motif-containing protein 34-like [Suricata suricatta];LOC115306141 tripartite motif-containing protein 34-like;INCLUDED;TRIM5;XM_029956379.1;INCLUDED
XP_029812237.1;Suricata suricatta;TRIM34;TRIM34;115306140;NC_043710.1;tripartite motif-containing protein 34-like isoform X1 [Suricata suricatta];LOC115306140 tripartite motif-containing protein 34-like;INCLUDED;TRIM34;XM_029956377.1;INCLUDED
XP_029812238.1;Suricata suricatta;TRIM34;TRIM34;115306140;NC_043710.1;tripartite motif-containing protein 34-like isoform X2 [Suricata suricatta];LOC115306140 tripartite motif-containing protein 34-like;REMOVED|Other transcript was selected;TRIM34;;REMOVED|Other transcript was selected
XP_029812234.1;Suricata suricatta;TRIM6;TRIM6;115306139;NC_043710.1;tripartite motif-containing protein 6 isoform X1 [Suricata suricatta];TRIM6 tripartite motif containing 6;INCLUDED;TRIM6;XM_029956374.1;INCLUDED
XP_029812236.1;Suricata suricatta;TRIM6;TRIM6;115306139;NC_043710.1;tripartite motif-containing protein 6 isoform X2 [Suricata suricatta];TRIM6 tripartite motif containing 6;REMOVED|Other transcript was selected;TRIM6;;REMOVED|Other transcript was selected
XP_005667136.1;Sus scrofa;TRIM34;TRIM34;100738479;NC_010451.4;tripartite motif-containing protein 34 [Sus scrofa];LOC100738479 tripartite motif-containing protein 34;INCLUDED;TRIM34;XM_005667079.3;INCLUDED
NP_001037997.1;Sus scrofa;TRIM5;TRIM5;733579;NC_010451.4;tripartite motif protein TRIM5 [Sus scrofa];LOC733579 tripartite motif protein TRIM5;INCLUDED;TRIM5;NM_001044532.1;INCLUDED
XP_020918019.1;Sus scrofa;TRIM6;TRIM6;100622028;NC_010451.4;tripartite motif-containing protein 6 [Sus scrofa];LOC100622028 tripartite motif-containing protein 6;INCLUDED;TRIM6;XM_021062360.1;INCLUDED
XP_037378722.1;Talpa occidentalis;TRIM34;TRIM34;119255571;NW_023603184.1;tripartite motif-containing protein 34-like [Talpa occidentalis];LOC119255571 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_037378704.1;Talpa occidentalis;TRIM34;TRIM34;119255565;NW_023603184.1;tripartite motif-containing protein 34-like isoform X1 [Talpa occidentalis];LOC119255565 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_037378705.1;Talpa occidentalis;TRIM34;TRIM34;119255565;NW_023603184.1;tripartite motif-containing protein 34-like isoform X2 [Talpa occidentalis];LOC119255565 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_037378706.1;Talpa occidentalis;TRIM34;TRIM34;119255565;NW_023603184.1;tripartite motif-containing protein 34-like isoform X3 [Talpa occidentalis];LOC119255565 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_037378708.1;Talpa occidentalis;TRIM34;TRIM34;119255565;NW_023603184.1;tripartite motif-containing protein 34-like isoform X5 [Talpa occidentalis];LOC119255565 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_037378725.1;Talpa occidentalis;TRIM34;TRIM34;119255573;NW_023603184.1;tripartite motif-containing protein 34-like [Talpa occidentalis];LOC119255573 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_037378707.1;Talpa occidentalis;TRIM34;TRIM34;119255565;NW_023603184.1;tripartite motif-containing protein 34-like isoform X4 [Talpa occidentalis];LOC119255565 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_037378710.1;Talpa occidentalis;TRIM34;TRIM5;119255566;NW_023603184.1;tripartite motif-containing protein 34-like isoform X1 [Talpa occidentalis];LOC119255566 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_037378709.1;Talpa occidentalis;TRIM5;TRIM34;119255565;NW_023603184.1;tripartite motif-containing protein 5-like isoform X6 [Talpa occidentalis];LOC119255565 tripartite motif-containing protein 34-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_037377902.1;Talpa occidentalis;TRIM5;TRIM5;119254980;NW_023603184.1;tripartite motif-containing protein 5-like [Talpa occidentalis];LOC119254980 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_037378717.1;Talpa occidentalis;TRIM5;TRIM5;119255567;NW_023603184.1;tripartite motif-containing protein 5-like [Talpa occidentalis];LOC119255567 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_037378715.1;Talpa occidentalis;TRIM5;TRIM5;119255566;NW_023603184.1;tripartite motif-containing protein 5-like isoform X2 [Talpa occidentalis];LOC119255566 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_037378703.1;Talpa occidentalis;TRIM5;TRIM5;119255563;NW_023603184.1;LOW QUALITY PROTEIN: tripartite motif-containing protein 5-like [Talpa occidentalis];LOC119255563 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_037377901.1;Talpa occidentalis;TRIM5;TRIM5;119254979;NW_023603184.1;tripartite motif-containing protein 5-like [Talpa occidentalis];LOC119254979 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
XP_037378721.1;Talpa occidentalis;TRIM5;TRIM5;119255570;NW_023603184.1;tripartite motif-containing protein 5-like [Talpa occidentalis];LOC119255570 tripartite motif-containing protein 5-like;REMOVED|Excluded species;;;REMOVED|Excluded species
